avg_delay,burst_ratio,total_keys,unique_keys,label
0.7668346941134351,0.480225988700565,178,70,0
0.6915020458940146,0.8260869565217391,70,2,0
3.139058470726013,0.5,9,5,0
0.2633824364083712,0.5770491803278689,306,70,1
1.532339229918363,0.017543859649122806,58,15,1
